x-axis,1,2
second,Volt,Volt
-194.4000E-09,-8.0402009189E-03,-20.1005022973E-03
-193.6188E-09,-8.0402009189E-03,-20.1005022973E-03
-192.8375E-09,-8.0402009189E-03,-22.6130650844E-03
-192.0563E-09,-8.0402009189E-03,-40.2010045946E-03
-191.2750E-09,-8.0402009189E-03,-40.2010045946E-03
-190.4938E-09,-8.0402009189E-03,-40.2010045946E-03
-189.7125E-09,-9.0452260338E-03,-40.2010045946E-03
-188.9313E-09,-16.0804018378E-03,-42.7135673817E-03
-188.1500E-09,-16.0804018378E-03,-56.5326627111E-03
-187.3688E-09,-15.0753767230E-03,-40.2010045946E-03
-186.5875E-09,-11.0552762635E-03,-40.2010045946E-03
-185.8063E-09,-8.0402009189E-03,-40.2010045946E-03
-185.0250E-09,-8.0402009189E-03,-40.2010045946E-03
-184.2438E-09,-8.0402009189E-03,-40.2010045946E-03
-183.4625E-09,-8.0402009189E-03,-40.2010045946E-03
-182.6813E-09,-8.0402009189E-03,-40.2010045946E-03
-181.9000E-09,-8.0402009189E-03,-40.2010045946E-03
-181.1188E-09,-9.0452260338E-03,-40.2010045946E-03
-180.3375E-09,-16.0804018378E-03,-42.7135673817E-03
-179.5563E-09,-16.0804018378E-03,-60.3015068918E-03
-178.7750E-09,-16.0804018378E-03,-60.3015068918E-03
-177.9938E-09,-16.0804018378E-03,-56.5326627111E-03
-177.2125E-09,-16.0804018378E-03,-40.2010045946E-03
-176.4313E-09,-15.0753767230E-03,-40.2010045946E-03
-175.6500E-09,-11.5577888209E-03,-40.2010045946E-03
-174.8688E-09,-8.0402009189E-03,-40.2010045946E-03
-174.0875E-09,-8.0402009189E-03,-40.2010045946E-03
-173.3063E-09,-8.0402009189E-03,-40.2010045946E-03
-172.5250E-09,-8.0402009189E-03,-40.2010045946E-03
-171.7438E-09,-8.0402009189E-03,-40.2010045946E-03
-170.9625E-09,-8.0402009189E-03,-40.2010045946E-03
-170.1813E-09,-9.0452260338E-03,-42.7135673817E-03
-169.4000E-09,-16.0804018378E-03,-60.3015068918E-03
-168.6188E-09,-16.0804018378E-03,-60.3015068918E-03
-167.8375E-09,-16.0804018378E-03,-60.3015068918E-03
-167.0563E-09,-16.0804018378E-03,-60.3015068918E-03
-166.2750E-09,-16.0804018378E-03,-56.5326627111E-03
-165.4938E-09,-16.0804018378E-03,-40.2010045946E-03
-164.7125E-09,-14.5728641655E-03,-40.2010045946E-03
-163.9313E-09,-8.0402009189E-03,-40.2010045946E-03
-163.1500E-09,-8.0402009189E-03,-40.2010045946E-03
