x-axis,1,2
second,Volt,Volt
-194.4000E-09,+1.1055171490E-03,-5.4271460976E-03
-193.6188E-09,+1.1055171490E-03,+1.1055171490E-03
-192.8375E-09,+603.0045915E-06,+1.1055171490E-03
-192.0563E-09,-3.4170958679E-03,+1.1055171490E-03
-191.2750E-09,-6.9346837699E-03,+100.4920341E-06
-190.4938E-09,-7.9397088848E-03,-7.9397088848E-03
-189.7125E-09,-14.9748846889E-03,-15.9799098037E-03
-188.9313E-09,-14.9748846889E-03,-23.0150856078E-03
-188.1500E-09,-14.9748846889E-03,-23.0150856078E-03
-187.3688E-09,-13.4673470166E-03,-23.0150856078E-03
-186.5875E-09,-6.9346837699E-03,-21.5075479355E-03
-185.8063E-09,-5.9296586551E-03,-13.9698595740E-03
-185.0250E-09,-2.4120707531E-03,-9.4472465571E-03
-184.2438E-09,+1.1055171490E-03,-5.4271460976E-03
-183.4625E-09,+1.1055171490E-03,+2.6130548213E-03
-182.6813E-09,+1.1055171490E-03,+9.1457180679E-03
-181.9000E-09,+1.1055171490E-03,+8.6432055105E-03
-181.1188E-09,+100.4920341E-06,+4.6231050510E-03
-180.3375E-09,-7.9397088848E-03,+100.4920341E-06
-179.5563E-09,-15.9799098037E-03,-7.9397088848E-03
-178.7750E-09,-23.0150856078E-03,-15.4773972463E-03
-177.9938E-09,-23.0150856078E-03,-20.5025228206E-03
-177.2125E-09,-21.5075479355E-03,-23.0150856078E-03
-176.4313E-09,-14.9748846889E-03,-21.5075479355E-03
-175.6500E-09,-13.4673470166E-03,-13.4673470166E-03
-174.8688E-09,-5.9296586551E-03,-6.9346837699E-03
-174.0875E-09,-2.9145833105E-03,-6.9346837699E-03
-173.3063E-09,+1.1055171490E-03,-5.4271460976E-03
-172.5250E-09,+1.1055171490E-03,+1.1055171490E-03
-171.7438E-09,+1.1055171490E-03,+1.1055171490E-03
-170.9625E-09,+1.1055171490E-03,+1.1055171490E-03
-170.1813E-09,+100.4920341E-06,+1.1055171490E-03
-169.4000E-09,-6.9346837699E-03,+100.4920341E-06
-168.6188E-09,-7.9397088848E-03,-7.9397088848E-03
-167.8375E-09,-14.9748846889E-03,-14.9748846889E-03
-167.0563E-09,-14.9748846889E-03,-14.9748846889E-03
-166.2750E-09,-14.9748846889E-03,-15.9799098037E-03
-165.4938E-09,-13.4673470166E-03,-21.5075479355E-03
-164.7125E-09,-5.9296586551E-03,-14.9748846889E-03
-163.9313E-09,-1.4070456382E-03,-13.9698595740E-03
-163.1500E-09,+1.1055171490E-03,-10.4522716720E-03
